value,text
6187,Six thousand, One hundred and Eighty Seven
6188,Six thousand, One hundred and Eighty Eight
6189,Six thousand, One hundred and Eighty Nine
6190,Six thousand, One hundred and Ninety
6191,Six thousand, One hundred and Ninety One
6192,Six thousand, One hundred and Ninety Two
6193,Six thousand, One hundred and Ninety Three
6194,Six thousand, One hundred and Ninety Four
6195,Six thousand, One hundred and Ninety Five
6196,Six thousand, One hundred and Ninety Six
6197,Six thousand, One hundred and Ninety Seven
6198,Six thousand, One hundred and Ninety Eight
6199,Six thousand, One hundred and Ninety Nine
6200,Six thousand, Two hundred
6201,Six thousand, Two hundred and One
6202,Six thousand, Two hundred and Two
6203,Six thousand, Two hundred and Three
6204,Six thousand, Two hundred and Four
6205,Six thousand, Two hundred and Five
6206,Six thousand, Two hundred and Six
6207,Six thousand, Two hundred and Seven
6208,Six thousand, Two hundred and Eight
6209,Six thousand, Two hundred and Nine
6210,Six thousand, Two hundred and Ten
6211,Six thousand, Two hundred and Eleven
6212,Six thousand, Two hundred and Twelve
6213,Six thousand, Two hundred and Thirteen
6214,Six thousand, Two hundred and Fourteen
6215,Six thousand, Two hundred and Fifteen
6216,Six thousand, Two hundred and Sixteen
6217,Six thousand, Two hundred and Seventeen
6218,Six thousand, Two hundred and Eighteen
6219,Six thousand, Two hundred and Nineteen
6220,Six thousand, Two hundred and Twenty
6221,Six thousand, Two hundred and Twenty One
6222,Six thousand, Two hundred and Twenty Two
6223,Six thousand, Two hundred and Twenty Three
6224,Six thousand, Two hundred and Twenty Four
6225,Six thousand, Two hundred and Twenty Five
6226,Six thousand, Two hundred and Twenty Six
6227,Six thousand, Two hundred and Twenty Seven
6228,Six thousand, Two hundred and Twenty Eight
6229,Six thousand, Two hundred and Twenty Nine
6230,Six thousand, Two hundred and Thirty
6231,Six thousand, Two hundred and Thirty One
6232,Six thousand, Two hundred and Thirty Two
6233,Six thousand, Two hundred and Thirty Three
6234,Six thousand, Two hundred and Thirty Four
6235,Six thousand, Two hundred and Thirty Five
6236,Six thousand, Two hundred and Thirty Six
6237,Six thousand, Two hundred and Thirty Seven
6238,Six thousand, Two hundred and Thirty Eight
6239,Six thousand, Two hundred and Thirty Nine
6240,Six thousand, Two hundred and Forty
6241,Six thousand, Two hundred and Forty One
6242,Six thousand, Two hundred and Forty Two
6243,Six thousand, Two hundred and Forty Three
6244,Six thousand, Two hundred and Forty Four
6245,Six thousand, Two hundred and Forty Five
6246,Six thousand, Two hundred and Forty Six
6247,Six thousand, Two hundred and Forty Seven
6248,Six thousand, Two hundred and Forty Eight
6249,Six thousand, Two hundred and Forty Nine
6250,Six thousand, Two hundred and Fifty
6251,Six thousand, Two hundred and Fifty One
6252,Six thousand, Two hundred and Fifty Two
6253,Six thousand, Two hundred and Fifty Three
6254,Six thousand, Two hundred and Fifty Four
6255,Six thousand, Two hundred and Fifty Five
6256,Six thousand, Two hundred and Fifty Six
6257,Six thousand, Two hundred and Fifty Seven
6258,Six thousand, Two hundred and Fifty Eight
6259,Six thousand, Two hundred and Fifty Nine
6260,Six thousand, Two hundred and Sixty
6261,Six thousand, Two hundred and Sixty One
6262,Six thousand, Two hundred and Sixty Two
6263,Six thousand, Two hundred and Sixty Three
6264,Six thousand, Two hundred and Sixty Four
6265,Six thousand, Two hundred and Sixty Five
6266,Six thousand, Two hundred and Sixty Six
6267,Six thousand, Two hundred and Sixty Seven
6268,Six thousand, Two hundred and Sixty Eight
6269,Six thousand, Two hundred and Sixty Nine
6270,Six thousand, Two hundred and Seventy
6271,Six thousand, Two hundred and Seventy One
6272,Six thousand, Two hundred and Seventy Two
6273,Six thousand, Two hundred and Seventy Three
6274,Six thousand, Two hundred and Seventy Four
6275,Six thousand, Two hundred and Seventy Five
6276,Six thousand, Two hundred and Seventy Six
6277,Six thousand, Two hundred and Seventy Seven
6278,Six thousand, Two hundred and Seventy Eight
6279,Six thousand, Two hundred and Seventy Nine
6280,Six thousand, Two hundred and Eighty
6281,Six thousand, Two hundred and Eighty One
6282,Six thousand, Two hundred and Eighty Two
6283,Six thousand, Two hundred and Eighty Three
6284,Six thousand, Two hundred and Eighty Four
6285,Six thousand, Two hundred and Eighty Five
6286,Six thousand, Two hundred and Eighty Six
6287,Six thousand, Two hundred and Eighty Seven
6288,Six thousand, Two hundred and Eighty Eight
6289,Six thousand, Two hundred and Eighty Nine
6290,Six thousand, Two hundred and Ninety
6291,Six thousand, Two hundred and Ninety One
6292,Six thousand, Two hundred and Ninety Two
6293,Six thousand, Two hundred and Ninety Three
6294,Six thousand, Two hundred and Ninety Four
6295,Six thousand, Two hundred and Ninety Five
6296,Six thousand, Two hundred and Ninety Six
6297,Six thousand, Two hundred and Ninety Seven
6298,Six thousand, Two hundred and Ninety Eight
6299,Six thousand, Two hundred and Ninety Nine
6300,Six thousand, Three hundred
6301,Six thousand, Three hundred and One
6302,Six thousand, Three hundred and Two
6303,Six thousand, Three hundred and Three
6304,Six thousand, Three hundred and Four
6305,Six thousand, Three hundred and Five
6306,Six thousand, Three hundred and Six
6307,Six thousand, Three hundred and Seven
6308,Six thousand, Three hundred and Eight
6309,Six thousand, Three hundred and Nine
6310,Six thousand, Three hundred and Ten
6311,Six thousand, Three hundred and Eleven
6312,Six thousand, Three hundred and Twelve
6313,Six thousand, Three hundred and Thirteen
6314,Six thousand, Three hundred and Fourteen
6315,Six thousand, Three hundred and Fifteen
6316,Six thousand, Three hundred and Sixteen
6317,Six thousand, Three hundred and Seventeen
6318,Six thousand, Three hundred and Eighteen
6319,Six thousand, Three hundred and Nineteen
6320,Six thousand, Three hundred and Twenty
6321,Six thousand, Three hundred and Twenty One
6322,Six thousand, Three hundred and Twenty Two
6323,Six thousand, Three hundred and Twenty Three
6324,Six thousand, Three hundred and Twenty Four
6325,Six thousand, Three hundred and Twenty Five
6326,Six thousand, Three hundred and Twenty Six
6327,Six thousand, Three hundred and Twenty Seven
6328,Six thousand, Three hundred and Twenty Eight
6329,Six thousand, Three hundred and Twenty Nine
6330,Six thousand, Three hundred and Thirty
6331,Six thousand, Three hundred and Thirty One
6332,Six thousand, Three hundred and Thirty Two
6333,Six thousand, Three hundred and Thirty Three
6334,Six thousand, Three hundred and Thirty Four
6335,Six thousand, Three hundred and Thirty Five
6336,Six thousand, Three hundred and Thirty Six
6337,Six thousand, Three hundred and Thirty Seven
6338,Six thousand, Three hundred and Thirty Eight
6339,Six thousand, Three hundred and Thirty Nine
6340,Six thousand, Three hundred and Forty
6341,Six thousand, Three hundred and Forty One
6342,Six thousand, Three hundred and Forty Two
6343,Six thousand, Three hundred and Forty Three
6344,Six thousand, Three hundred and Forty Four
6345,Six thousand, Three hundred and Forty Five
6346,Six thousand, Three hundred and Forty Six
6347,Six thousand, Three hundred and Forty Seven
6348,Six thousand, Three hundred and Forty Eight
6349,Six thousand, Three hundred and Forty Nine
6350,Six thousand, Three hundred and Fifty
6351,Six thousand, Three hundred and Fifty One
6352,Six thousand, Three hundred and Fifty Two
6353,Six thousand, Three hundred and Fifty Three
6354,Six thousand, Three hundred and Fifty Four
6355,Six thousand, Three hundred and Fifty Five
6356,Six thousand, Three hundred and Fifty Six
6357,Six thousand, Three hundred and Fifty Seven
6358,Six thousand, Three hundred and Fifty Eight
6359,Six thousand, Three hundred and Fifty Nine
6360,Six thousand, Three hundred and Sixty
6361,Six thousand, Three hundred and Sixty One
6362,Six thousand, Three hundred and Sixty Two
6363,Six thousand, Three hundred and Sixty Three
6364,Six thousand, Three hundred and Sixty Four
6365,Six thousand, Three hundred and Sixty Five
6366,Six thousand, Three hundred and Sixty Six
6367,Six thousand, Three hundred and Sixty Seven
6368,Six thousand, Three hundred and Sixty Eight
6369,Six thousand, Three hundred and Sixty Nine
6370,Six thousand, Three hundred and Seventy
6371,Six thousand, Three hundred and Seventy One
6372,Six thousand, Three hundred and Seventy Two
6373,Six thousand, Three hundred and Seventy Three
6374,Six thousand, Three hundred and Seventy Four
6375,Six thousand, Three hundred and Seventy Five
6376,Six thousand, Three hundred and Seventy Six
6377,Six thousand, Three hundred and Seventy Seven
6378,Six thousand, Three hundred and Seventy Eight
6379,Six thousand, Three hundred and Seventy Nine
6380,Six thousand, Three hundred and Eighty
6381,Six thousand, Three hundred and Eighty One
6382,Six thousand, Three hundred and Eighty Two
6383,Six thousand, Three hundred and Eighty Three
6384,Six thousand, Three hundred and Eighty Four
6385,Six thousand, Three hundred and Eighty Five
6386,Six thousand, Three hundred and Eighty Six
6387,Six thousand, Three hundred and Eighty Seven
6388,Six thousand, Three hundred and Eighty Eight
6389,Six thousand, Three hundred and Eighty Nine
6390,Six thousand, Three hundred and Ninety
6391,Six thousand, Three hundred and Ninety One
6392,Six thousand, Three hundred and Ninety Two
6393,Six thousand, Three hundred and Ninety Three
6394,Six thousand, Three hundred and Ninety Four
6395,Six thousand, Three hundred and Ninety Five
6396,Six thousand, Three hundred and Ninety Six
6397,Six thousand, Three hundred and Ninety Seven
6398,Six thousand, Three hundred and Ninety Eight
6399,Six thousand, Three hundred and Ninety Nine
6400,Six thousand, Four hundred
6401,Six thousand, Four hundred and One
6402,Six thousand, Four hundred and Two
6403,Six thousand, Four hundred and Three
6404,Six thousand, Four hundred and Four
6405,Six thousand, Four hundred and Five
6406,Six thousand, Four hundred and Six
6407,Six thousand, Four hundred and Seven
6408,Six thousand, Four hundred and Eight
6409,Six thousand, Four hundred and Nine
6410,Six thousand, Four hundred and Ten
6411,Six thousand, Four hundred and Eleven
6412,Six thousand, Four hundred and Twelve
6413,Six thousand, Four hundred and Thirteen
6414,Six thousand, Four hundred and Fourteen
6415,Six thousand, Four hundred and Fifteen
6416,Six thousand, Four hundred and Sixteen
6417,Six thousand, Four hundred and Seventeen
6418,Six thousand, Four hundred and Eighteen
6419,Six thousand, Four hundred and Nineteen
6420,Six thousand, Four hundred and Twenty
6421,Six thousand, Four hundred and Twenty One
6422,Six thousand, Four hundred and Twenty Two
6423,Six thousand, Four hundred and Twenty Three
6424,Six thousand, Four hundred and Twenty Four
6425,Six thousand, Four hundred and Twenty Five
6426,Six thousand, Four hundred and Twenty Six
6427,Six thousand, Four hundred and Twenty Seven
6428,Six thousand, Four hundred and Twenty Eight
6429,Six thousand, Four hundred and Twenty Nine
6430,Six thousand, Four hundred and Thirty
6431,Six thousand, Four hundred and Thirty One
6432,Six thousand, Four hundred and Thirty Two
6433,Six thousand, Four hundred and Thirty Three
6434,Six thousand, Four hundred and Thirty Four
6435,Six thousand, Four hundred and Thirty Five
6436,Six thousand, Four hundred and Thirty Six
6437,Six thousand, Four hundred and Thirty Seven
6438,Six thousand, Four hundred and Thirty Eight
6439,Six thousand, Four hundred and Thirty Nine
6440,Six thousand, Four hundred and Forty
6441,Six thousand, Four hundred and Forty One
6442,Six thousand, Four hundred and Forty Two
6443,Six thousand, Four hundred and Forty Three
6444,Six thousand, Four hundred and Forty Four
6445,Six thousand, Four hundred and Forty Five
6446,Six thousand, Four hundred and Forty Six
6447,Six thousand, Four hundred and Forty Seven
6448,Six thousand, Four hundred and Forty Eight
6449,Six thousand, Four hundred and Forty Nine
6450,Six thousand, Four hundred and Fifty
6451,Six thousand, Four hundred and Fifty One
6452,Six thousand, Four hundred and Fifty Two
6453,Six thousand, Four hundred and Fifty Three
6454,Six thousand, Four hundred and Fifty Four
6455,Six thousand, Four hundred and Fifty Five
6456,Six thousand, Four hundred and Fifty Six
6457,Six thousand, Four hundred and Fifty Seven
6458,Six thousand, Four hundred and Fifty Eight
6459,Six thousand, Four hundred and Fifty Nine
6460,Six thousand, Four hundred and Sixty
6461,Six thousand, Four hundred and Sixty One
6462,Six thousand, Four hundred and Sixty Two
6463,Six thousand, Four hundred and Sixty Three
6464,Six thousand, Four hundred and Sixty Four
6465,Six thousand, Four hundred and Sixty Five
6466,Six thousand, Four hundred and Sixty Six
6467,Six thousand, Four hundred and Sixty Seven
6468,Six thousand, Four hundred and Sixty Eight
6469,Six thousand, Four hundred and Sixty Nine
6470,Six thousand, Four hundred and Seventy
6471,Six thousand, Four hundred and Seventy One
6472,Six thousand, Four hundred and Seventy Two
6473,Six thousand, Four hundred and Seventy Three
6474,Six thousand, Four hundred and Seventy Four
6475,Six thousand, Four hundred and Seventy Five
6476,Six thousand, Four hundred and Seventy Six
6477,Six thousand, Four hundred and Seventy Seven
6478,Six thousand, Four hundred and Seventy Eight
6479,Six thousand, Four hundred and Seventy Nine
6480,Six thousand, Four hundred and Eighty
6481,Six thousand, Four hundred and Eighty One
6482,Six thousand, Four hundred and Eighty Two
6483,Six thousand, Four hundred and Eighty Three
6484,Six thousand, Four hundred and Eighty Four
6485,Six thousand, Four hundred and Eighty Five
6486,Six thousand, Four hundred and Eighty Six
6487,Six thousand, Four hundred and Eighty Seven
6488,Six thousand, Four hundred and Eighty Eight
6489,Six thousand, Four hundred and Eighty Nine
6490,Six thousand, Four hundred and Ninety
6491,Six thousand, Four hundred and Ninety One
6492,Six thousand, Four hundred and Ninety Two
